,no.peserta,kode.pendidikan,twk.nilai,tiu.nilai,tkp.nilai,skd.nilai,skd.keterangan,kode.formasi,lokasi.formasi,nama.pendidikan,jk,kode.formasi_x,lokasi.formasi_x,kode.prodi_y,nama.prodi_y,no.ujian_x,psi.keterangan,mtk.nilai,mtk.keterangan,t2.keterangan,hasil.akhir_x
212,S2240160121217319,3001005,85,135,146,366,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
213,S2240160121208135,3004002,55,120,186,361,TL,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
214,S2240160121200663,3001005,95,105,155,355,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
215,S2240160121211621,3001005,60,100,188,348,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
216,S2240160121216006,3001005,85,75,187,347,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
217,S2240160121209956,3004002,80,70,192,342,TL,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
218,S2240160121218156,3000020,75,115,152,342,TL,40160003,Sumatera Utara,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
219,S2240160121208955,3004002,60,90,185,335,TL,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
220,S2240160121215665,3001005,50,115,169,334,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
221,S2240160121217366,3001005,90,65,178,333,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
222,S2240160111213265,3001005,60,100,172,332,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
223,S2240160121202999,3001005,45,130,156,331,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
224,S2240160121217698,3001005,75,75,179,329,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
225,S2240160121202652,3001005,55,100,170,325,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
226,S2240160121215326,3001005,60,80,180,320,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
227,S2240160111210181,3001005,80,75,165,320,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
228,S2240160121210071,3001005,80,60,179,319,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
229,S2240160121202481,3001005,50,95,174,319,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
230,S2240160111216583,3001005,70,75,174,319,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
231,S2240160121210477,3001005,55,90,172,317,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
232,S2240160121212239,3001005,65,95,155,315,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
233,S2240160121204144,3001005,55,105,154,314,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
234,S2240160121211634,3001005,55,90,168,313,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
235,S2240160121203945,3004002,65,60,185,310,TL,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
236,S2240160111214224,3001005,80,55,175,310,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
237,S2240160121217001,3001005,75,75,160,310,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
238,S2240160121218086,3004002,70,60,179,309,TL,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
239,S2240160111205215,3000020,75,55,179,309,TL,40160003,Sumatera Utara,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
240,S2240160121209666,3001005,50,95,164,309,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
241,S2240160121204302,3001005,75,75,159,309,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
242,S2240160121211573,3001005,75,80,154,309,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
243,S2240160121213010,3001005,60,75,173,308,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
244,S2240160111210835,3000020,75,75,158,308,TL,40160003,Sumatera Utara,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
245,S2240160121214666,3001005,75,75,158,308,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
246,S2240160121216433,3001005,75,55,174,304,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
247,S2240160121214633,3001005,75,65,164,304,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
248,S2240160121214657,3001005,45,90,166,301,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
249,S2240160111217506,3000021,60,75,165,300,TL,40160003,Sumatera Utara,MADRASAH ALIYAH IPS,Lk,,,,,,,,,,
250,S2240160121206658,3001005,45,70,184,299,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
251,S2240160121216774,3001005,80,65,154,299,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
252,S2240160121202072,3001005,55,65,177,297,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
253,S2240160111201794,3001005,55,85,157,297,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
254,S2240160121206559,3001005,70,50,176,296,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
255,S2240160121217524,3000021,75,70,151,296,TL,40160003,Sumatera Utara,MADRASAH ALIYAH IPS,Pr,,,,,,,,,,
256,S2240160121200306,3001005,55,75,165,295,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
257,S2240160121204395,3001005,75,55,165,295,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
258,S2240160121200041,3004002,65,70,160,295,TL,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
259,S2240160121215025,3001005,65,75,152,292,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
260,S2240160111203495,3001005,50,90,149,289,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
261,S2240160111212972,3004002,70,60,156,286,TL,40160003,Sumatera Utara,SMA IPS,Lk,,,,,,,,,,
262,S2240160111205622,3004002,90,70,126,286,TL,40160003,Sumatera Utara,SMA IPS,Lk,,,,,,,,,,
263,S2240160111211450,3001005,70,45,170,285,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
264,S2240160121212611,3001005,85,65,134,284,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
265,S2240160121210811,3001005,70,40,173,283,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
266,S2240160121104781,3000020,80,30,173,283,TL,40160003,Sumatera Utara,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
267,S2240160121217542,3001005,75,50,156,281,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
268,S2240160121216954,3001005,45,85,149,279,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
269,S2240160111217245,3001005,60,50,168,278,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
270,S2240160121207530,3001005,40,50,185,275,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
271,S2240160111209486,3001005,50,60,163,273,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
272,S2240160121200722,3001005,35,65,171,271,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
273,S2240160121211469,3000021,60,60,151,271,TL,40160003,Sumatera Utara,MADRASAH ALIYAH IPS,Pr,,,,,,,,,,
274,S2240160111210321,3004002,85,45,140,270,TL,40160003,Sumatera Utara,SMA IPS,Lk,,,,,,,,,,
275,S2240160121216769,3001005,50,65,152,267,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
276,S2240160121217180,3004002,45,75,145,265,TL,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
277,S2240160121204032,3001005,60,20,182,262,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
278,S2240160121217599,3001005,50,60,152,262,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
279,S2240160121215111,3004002,60,40,160,260,TL,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
280,S2240160121201109,3171110,35,55,159,249,TL,40160003,Sumatera Utara,SMK TEKNOLOGI INFORMASI DAN KOMUNIKASI,Pr,,,,,,,,,,
281,S2240160121215751,3004002,55,40,149,244,TL,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
282,S2240160111202193,3001005,85,105,52,242,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
283,S2240160121200593,3001005,45,30,165,240,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
284,S2240160111208931,3001005,30,50,152,232,TL,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
285,S2240160121208410,3001005,50,15,164,229,TL,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
286,S2240160121210974,3001005,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
287,S2240160111210192,3001005,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
288,S2240160121218455,3001005,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
289,S2240160111217959,3001005,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
290,S2240160121217065,3001005,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
291,S2240160121200418,3004002,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPS,Pr,,,,,,,,,,
292,S2240160111209879,3001005,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPA,Lk,,,,,,,,,,
293,S2240160121206106,3001005,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
294,S2240160111216909,3000020,0,0,0,0,TH,40160003,Sumatera Utara,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
295,S2240160121218295,3001005,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
296,S2240160121210552,3001005,0,0,0,0,TH,40160003,Sumatera Utara,SMA IPA,Pr,,,,,,,,,,
297,S2240160121306228,3001005,120,160,184,464,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1306228,P,105.0,P,P,
298,S2240160121308093,3001005,100,165,196,461,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1308093,P,90.0,P,P,
299,S2240160121301399,3001005,110,145,192,447,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1301399,P,130.0,P,P/L,Lulus
300,S2240160121308574,3001005,110,155,182,447,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1308574,P,95.0,P,P,
301,S2240160121302774,3001005,100,145,197,442,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1302774,P,130.0,P,P/L,Lulus
302,S2240160121217867,3001005,110,135,193,438,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1217867,TL,80.0,P,TL,
303,S2240160121605110,3001005,115,135,188,438,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1605110,TL,80.0,P,TL,
304,S2240160121308138,3001005,115,125,197,437,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1308138,P,130.0,P,P/L,Lulus
305,S2240160111302457,3001005,115,145,176,436,P/L,40160004,Sumatera Barat,SMA IPA,Lk,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1302457,P,125.0,P,P/L,
306,S2240160121301098,3001005,95,150,190,435,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1301098,TL,85.0,P,TL,
307,S2240160121300558,3001005,100,135,199,434,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1300558,TL,125.0,P,TL,
308,S2240160121300901,3001005,105,150,178,433,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1300901,TL,140.0,P,TL,
309,S2240160121303504,3001005,110,135,185,430,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1303504,P,50.0,TL,TL,
310,S2240160121307043,3001005,105,130,194,429,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1307043,P,85.0,P,P,
311,S2240160111309162,3001005,105,135,188,428,P/L,40160004,Sumatera Barat,SMA IPA,Lk,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1309162,P,80.0,P,P,
312,S2240160111300671,3001005,95,135,197,427,P/L,40160004,Sumatera Barat,SMA IPA,Lk,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1300671,P,160.0,P,P/L,Lulus
313,S2240160121310593,3001005,105,135,187,427,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1310593,P,110.0,P,P,
314,S2240160113322965,3001005,85,150,188,423,P/L,40160004,Sumatera Barat,SMA IPA,Lk,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,3322965,P,60.0,TL,TL,
315,S2240160121308819,3001005,95,145,180,420,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1308819,P,115.0,P,P/L,Tidak Lulus
316,S2240160121303649,3001005,105,135,180,420,P/L,40160004,Sumatera Barat,SMA IPA,Pr,40160004,PROVINSI SUMATERA BARAT,4412070,D-III STATISTIKA,1303649,TL,75.0,P,TL,
317,S2240160121303382,3001005,100,145,175,420,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
318,S2240160111307928,3001005,100,150,170,420,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
319,S2240160121304202,3001005,110,125,182,417,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
320,S2240160121302787,3001005,85,160,172,417,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
321,S2240160121308406,3001005,80,155,181,416,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
322,S2240160121301579,3000020,100,135,181,416,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
323,S2240160121303920,3001005,80,160,176,416,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
324,S2240160123314296,3001005,105,140,171,416,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
325,S2240160111309779,3001005,100,140,174,414,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
326,S2240160121309588,3001005,105,135,174,414,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
327,S2240160121303436,3001005,105,140,169,414,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
328,S2240160121306426,3001005,90,140,183,413,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
329,S2240160121306231,3001005,100,140,173,413,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
330,S2240160121302839,3001005,80,155,177,412,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
331,S2240160121308031,3001005,95,135,181,411,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
332,S2240160121306811,3001005,105,120,183,408,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
333,S2240160121309537,3001005,75,140,192,407,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
334,S2240160111305539,3001005,75,150,182,407,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
335,S2240160121305201,3001005,100,140,167,407,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
336,S2240160121304608,3001005,100,125,181,406,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
337,S2240160121207312,3000020,85,145,176,406,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
338,S2240160121306552,3001005,85,135,185,405,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
339,S2240160121300497,3001005,90,145,169,404,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
340,S2240160121305874,3001005,100,125,178,403,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
341,S2240160111309700,3000020,85,155,163,403,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
342,S2240160113210060,3001005,110,110,182,402,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
343,S2240160121301654,3004002,115,100,186,401,P,40160004,Sumatera Barat,SMA IPS,Pr,,,,,,,,,,
344,S2240160121502598,3001005,80,145,176,401,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
345,S2240160121305409,3001005,105,130,166,401,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
346,S2240160111305508,3001005,75,140,185,400,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
347,S2240160121404847,3000020,75,135,189,399,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
348,S2240160111307135,3000020,90,130,179,399,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
349,S2240160123601835,3001005,75,130,193,398,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
350,S2240160111302992,3000020,110,110,178,398,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
351,S2240160121301050,3001005,65,140,191,396,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
352,S2240160121303658,3001005,70,130,195,395,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
353,S2240160121215827,3001005,85,135,173,393,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
354,S2240160121310324,3001005,90,110,191,391,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
355,S2240160121306868,3001005,95,110,186,391,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
356,S2240160121303290,3001005,70,140,179,389,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
357,S2240160121301555,3001005,85,130,174,389,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
358,S2240160121307647,3001005,80,140,169,389,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
359,S2240160111403806,3001005,75,130,183,388,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
360,S2240160121301797,3001005,80,130,177,387,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
361,S2240160121306923,3000020,90,115,181,386,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
362,S2240160121209572,3000020,65,135,185,385,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
363,S2240160121308640,3004002,80,125,180,385,P,40160004,Sumatera Barat,SMA IPS,Pr,,,,,,,,,,
364,S2240160121306071,3000020,80,130,175,385,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
365,S2240160121305232,3001005,70,120,193,383,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
366,S2240160111310627,3001005,75,120,184,379,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
367,S2240160121403374,3001005,80,120,179,379,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
368,S2240160121308190,3001005,75,130,174,379,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
369,S2240160121304653,3001005,95,120,163,378,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
370,S2240160111301166,3001005,80,125,172,377,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
371,S2240160111218899,3001005,75,130,170,375,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
372,S2240160111303474,3001005,90,100,184,374,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
373,S2240160111307845,3000020,105,85,183,373,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
374,S2240160111307344,3001005,80,125,167,372,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
375,S2240160111306334,3001005,85,95,184,364,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
376,S2240160121204922,3001005,90,90,182,362,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
377,S2240160121300422,3004002,65,120,175,360,P,40160004,Sumatera Barat,SMA IPS,Pr,,,,,,,,,,
378,S2240160121310098,3001005,105,85,170,360,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
379,S2240160111300503,3001005,100,90,167,357,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
380,S2240160121308152,3001005,75,105,175,355,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
381,S2240160121300970,3001005,70,105,178,353,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
382,S2240160113101678,3001005,80,100,173,353,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
383,S2240160121212505,3001005,80,105,167,352,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
384,S2240160121307111,3000020,65,110,176,351,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
385,S2240160121303777,3001005,70,110,171,351,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
386,S2240160111302402,3001005,75,100,173,348,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
387,S2240160111307472,3001005,80,85,182,347,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
388,S2240160121303045,3001005,70,90,186,346,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
389,S2240160111306154,3001005,80,85,181,346,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
390,S2240160121300510,3000020,85,95,166,346,P,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
391,S2240160121303801,3001005,80,110,156,346,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
392,S2240160111310735,3001005,75,100,169,344,P,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
393,S2240160111310579,3004002,75,95,167,337,P,40160004,Sumatera Barat,SMA IPS,Lk,,,,,,,,,,
394,S2240160121308356,3001005,70,90,175,335,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
395,S2240160121309542,3004002,75,95,161,331,P,40160004,Sumatera Barat,SMA IPS,Pr,,,,,,,,,,
396,S2240160121304194,3004002,70,80,175,325,P,40160004,Sumatera Barat,SMA IPS,Pr,,,,,,,,,,
397,S2240160121309834,3001005,80,85,158,323,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
398,S2240160111304813,3004002,65,85,166,316,P,40160004,Sumatera Barat,SMA IPS,Lk,,,,,,,,,,
399,S2240160121310470,3001005,65,85,162,312,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
400,S2240160121309452,3001005,70,85,156,311,P,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
401,S2240160121307391,3004002,60,135,198,393,TL,40160004,Sumatera Barat,SMA IPS,Pr,,,,,,,,,,
402,S2240160111309612,3001005,55,150,167,372,TL,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
403,S2240160121308871,3001005,95,75,184,354,TL,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
404,S2240160121303063,3001005,50,140,164,354,TL,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
405,S2240160123204678,3001005,90,70,186,346,TL,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
406,S2240160111302338,3001005,60,95,185,340,TL,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
407,S2240160111308329,3001005,100,60,180,340,TL,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
408,S2240160121310681,3004002,95,75,167,337,TL,40160004,Sumatera Barat,SMA IPS,Pr,,,,,,,,,,
409,S2240160113101074,3001005,90,70,171,331,TL,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
410,S2240160121301069,3000020,70,55,192,317,TL,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
411,S2240160121300956,3001005,65,65,173,303,TL,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
412,S2240160121602225,3001005,65,70,168,303,TL,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
413,S2240160111300237,3001005,55,70,175,300,TL,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
414,S2240160121300855,3000020,60,70,168,298,TL,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
415,S2240160111309065,3001005,75,35,163,273,TL,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
416,S2240160121304925,3001005,50,60,149,259,TL,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
417,S2240160121302390,3000020,25,50,158,233,TL,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
418,S2240160121310249,3001005,0,0,0,0,TH,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
419,S2240160121305625,3001005,0,0,0,0,TH,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
420,S2240160111309490,3000020,0,0,0,0,TH,40160004,Sumatera Barat,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
421,S2240160121306804,3001005,0,0,0,0,TH,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
422,S2240160121309867,3001005,0,0,0,0,TH,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
423,S2240160121303243,3001005,0,0,0,0,TH,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
424,S2240160123205482,3001005,0,0,0,0,TH,40160004,Sumatera Barat,SMA IPA,Pr,,,,,,,,,,
425,S2240160121304563,3004002,0,0,0,0,TH,40160004,Sumatera Barat,SMA IPS,Pr,,,,,,,,,,
426,S2240160111213100,3001005,0,0,0,0,TH,40160004,Sumatera Barat,SMA IPA,Lk,,,,,,,,,,
427,S2240160121900716,3001005,110,150,197,457,P/L,40160005,Riau,SMA IPA,Pr,40160005,PROVINSI RIAU,4412070,D-III STATISTIKA,1900716,TL,135.0,P,TL,
