,no.peserta,kode.pendidikan,twk.nilai,tiu.nilai,tkp.nilai,skd.nilai,skd.keterangan,kode.formasi,lokasi.formasi,nama.pendidikan,jk,kode.formasi_x,lokasi.formasi_x,kode.prodi_y,nama.prodi_y,no.ujian_x,psi.keterangan,mtk.nilai,mtk.keterangan,t2.keterangan,hasil.akhir_x
1168,S2240160126302720,3004002,80,85,180,345,P,40160016,Kalimantan Selatan,SMA IPS,Pr,,,,,,,,,,
1169,S2240160126301020,3001005,80,100,155,335,TL,40160016,Kalimantan Selatan,SMA IPA,Pr,,,,,,,,,,
1170,S2240160126300087,3000020,55,85,186,326,TL,40160016,Kalimantan Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1171,S2240160126300285,3000020,60,100,165,325,TL,40160016,Kalimantan Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1172,S2240160116300036,3001005,70,70,180,320,TL,40160016,Kalimantan Selatan,SMA IPA,Lk,,,,,,,,,,
1173,S2240160126302454,3001005,75,60,183,318,TL,40160016,Kalimantan Selatan,SMA IPA,Pr,,,,,,,,,,
1174,S2240160116302951,3000020,70,70,171,311,TL,40160016,Kalimantan Selatan,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
1175,S2240160123105607,3001005,65,55,179,299,TL,40160016,Kalimantan Selatan,SMA IPA,Pr,,,,,,,,,,
1176,S2240160113522246,3001005,80,60,156,296,TL,40160016,Kalimantan Selatan,SMA IPA,Lk,,,,,,,,,,
1177,S2240160123300192,3001005,50,60,158,268,TL,40160016,Kalimantan Selatan,SMA IPA,Pr,,,,,,,,,,
1178,S2240160116302748,3001005,65,45,139,249,TL,40160016,Kalimantan Selatan,SMA IPA,Lk,,,,,,,,,,
1179,S2240160126302409,3001005,70,35,122,227,TL,40160016,Kalimantan Selatan,SMA IPA,Pr,,,,,,,,,,
1180,S2240160126302478,3001005,0,0,0,0,TH,40160016,Kalimantan Selatan,SMA IPA,Pr,,,,,,,,,,
1181,S2240160121900329,3001005,115,170,185,470,P/L,40160017,Kalimantan Timur,SMA IPA,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,1900329,P,100.0,P,P/L,Tidak Lulus
1182,S2240160117305915,3001005,110,165,189,464,P/L,40160017,Kalimantan Timur,SMA IPA,Lk,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,7305915,P,75.0,P,P,
1183,S2240160123208115,3001005,110,160,190,460,P/L,40160017,Kalimantan Timur,SMA IPA,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,3208115,P,65.0,P,P,
1184,S2240160113402306,3001005,110,155,191,456,P/L,40160017,Kalimantan Timur,SMA IPA,Lk,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,3402306,TL,160.0,P,TL,
1185,S2240160126301415,3001005,115,150,187,452,P/L,40160017,Kalimantan Timur,SMA IPA,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,6301415,P,80.0,P,P/L,Tidak Lulus
1186,S2240160126401308,3001005,115,125,204,444,P/L,40160017,Kalimantan Timur,SMA IPA,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,6401308,TL,85.0,P,TL,
1187,S2240160116400754,3001005,100,150,190,440,P/L,40160017,Kalimantan Timur,SMA IPA,Lk,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,6400754,P,160.0,P,P/L,Lulus
1188,S2240160123308976,3001005,105,150,185,440,P/L,40160017,Kalimantan Timur,SMA IPA,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,3308976,TL,115.0,P,TL,
1189,S2240160123517019,3001005,90,150,192,432,P/L,40160017,Kalimantan Timur,SMA IPA,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,3517019,P,80.0,P,P/L,Lulus
1190,S2240160126400686,3001005,90,150,186,426,P/L,40160017,Kalimantan Timur,SMA IPA,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,6400686,TH,0.0,TH,TL,
1191,S2240160123315813,3001005,100,155,171,426,P/L,40160017,Kalimantan Timur,SMA IPA,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,3315813,TL,140.0,P,TL,
1192,S2240160116400143,3001005,95,145,185,425,P/L,40160017,Kalimantan Timur,SMA IPA,Lk,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,6400143,P,135.0,P,P/L,Lulus
1193,S2240160123207044,3004002,90,145,187,422,P/L,40160017,Kalimantan Timur,SMA IPS,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,3207044,P,70.0,P,P,
1194,S2240160123307821,3004002,100,140,180,420,P/L,40160017,Kalimantan Timur,SMA IPS,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,3307821,P,70.0,P,P,
1195,S2240160123320107,3001005,85,140,194,419,P/L,40160017,Kalimantan Timur,SMA IPA,Pr,40160017,PROVINSI KALIMANTAN TIMUR,4412070,D-III STATISTIKA,3320107,P,100.0,P,P/L,Tidak Lulus
1196,S2240160123403486,3001005,95,140,183,418,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1197,S2240160123309786,3001005,95,140,182,417,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1198,S2240160123307443,3001005,95,145,177,417,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1199,S2240160121211865,3001005,100,135,176,411,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1200,S2240160123204890,3001005,80,145,185,410,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1201,S2240160123316182,3001005,95,125,189,409,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1202,S2240160123308914,3001005,100,130,177,407,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1203,S2240160121802737,3001005,100,130,176,406,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1204,S2240160123400043,3001005,110,125,168,403,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1205,S2240160121900442,3001005,90,135,177,402,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1206,S2240160116400301,3001005,80,125,193,398,P,40160017,Kalimantan Timur,SMA IPA,Lk,,,,,,,,,,
1207,S2240160123503742,3001005,85,125,186,396,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1208,S2240160123309926,3001005,85,130,181,396,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1209,S2240160126401601,3001005,75,145,175,395,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1210,S2240160123402926,3001005,80,140,174,394,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1211,S2240160121201936,3001005,80,120,191,391,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1212,S2240160121214831,3001005,85,115,191,391,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1213,S2240160123316155,3000020,90,130,171,391,P,40160017,Kalimantan Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1214,S2240160123300453,3001005,70,145,169,384,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1215,S2240160123306103,3001005,75,140,169,384,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1216,S2240160123310276,3001005,100,110,169,379,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1217,S2240160113205691,3001005,100,95,183,378,P,40160017,Kalimantan Timur,SMA IPA,Lk,,,,,,,,,,
1218,S2240160126400792,3001005,75,120,181,376,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1219,S2240160116401520,3001005,95,105,176,376,P,40160017,Kalimantan Timur,SMA IPA,Lk,,,,,,,,,,
1220,S2240160123400308,3001005,80,105,188,373,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1221,S2240160126401298,3001005,90,115,168,373,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1222,S2240160113315387,3004002,95,110,166,371,P,40160017,Kalimantan Timur,SMA IPS,Lk,,,,,,,,,,
1223,S2240160116400910,3001005,65,130,171,366,P,40160017,Kalimantan Timur,SMA IPA,Lk,,,,,,,,,,
1224,S2240160113322363,3001005,70,115,178,363,P,40160017,Kalimantan Timur,SMA IPA,Lk,,,,,,,,,,
1225,S2240160126400093,3001005,100,95,167,362,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1226,S2240160123513482,3004002,90,100,170,360,P,40160017,Kalimantan Timur,SMA IPS,Pr,,,,,,,,,,
1227,S2240160116400668,3001005,85,90,184,359,P,40160017,Kalimantan Timur,SMA IPA,Lk,,,,,,,,,,
1228,S2240160126400460,3001005,95,90,172,357,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1229,S2240160126401629,3001005,65,100,186,351,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1230,S2240160126400208,3001005,85,85,181,351,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1231,S2240160113313622,3001005,65,125,161,351,P,40160017,Kalimantan Timur,SMA IPA,Lk,,,,,,,,,,
1232,S2240160126401809,3001005,70,105,168,343,P,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1233,S2240160111900611,3000020,85,70,180,335,TL,40160017,Kalimantan Timur,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
1234,S2240160125303724,3004002,75,75,174,324,TL,40160017,Kalimantan Timur,SMA IPS,Pr,,,,,,,,,,
1235,S2240160123310971,3004002,80,55,185,320,TL,40160017,Kalimantan Timur,SMA IPS,Pr,,,,,,,,,,
1236,S2240160126400161,3000020,65,65,182,312,TL,40160017,Kalimantan Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1237,S2240160116401014,3001005,60,35,206,301,TL,40160017,Kalimantan Timur,SMA IPA,Lk,,,,,,,,,,
1238,S2240160116401467,3004002,75,65,159,299,TL,40160017,Kalimantan Timur,SMA IPS,Lk,,,,,,,,,,
1239,S2240160126400239,3000020,55,60,182,297,TL,40160017,Kalimantan Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1240,S2240160126401724,3001005,90,50,152,292,TL,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1241,S2240160123208302,3001005,0,0,0,0,TH,40160017,Kalimantan Timur,SMA IPA,Pr,,,,,,,,,,
1242,S2240160123402838,3001005,105,160,189,454,P/L,40160018,Kalimantan Utara,SMA IPA,Pr,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,3402838,P,120.0,P,P/L,Lulus
1243,S2240160126302638,3001005,115,150,184,449,P/L,40160018,Kalimantan Utara,SMA IPA,Pr,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,6302638,P,70.0,P,P,
1244,S2240160111601345,3001005,115,155,179,449,P/L,40160018,Kalimantan Utara,SMA IPA,Lk,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,1601345,P,115.0,P,P/L,Lulus
1245,S2240160113403169,3001005,105,160,182,447,P/L,40160018,Kalimantan Utara,SMA IPA,Lk,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,3403169,P,110.0,P,P/L,Tidak Lulus
1246,S2240160116500045,3004002,130,135,176,441,P/L,40160018,Kalimantan Utara,SMA IPS,Lk,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,6500045,P,55.0,TL,TL,
1247,S2240160123301777,3001005,115,135,187,437,P/L,40160018,Kalimantan Utara,SMA IPA,Pr,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,3301777,P,100.0,P,P,
1248,S2240160123401295,3001005,100,150,182,432,P/L,40160018,Kalimantan Utara,SMA IPA,Pr,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,3401295,P,115.0,P,P/L,Tidak Lulus
1249,S2240160121212031,3001005,80,160,185,425,P/L,40160018,Kalimantan Utara,SMA IPA,Pr,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,1212031,P,85.0,P,P,
1250,S2240160113204681,3004002,100,150,174,424,P/L,40160018,Kalimantan Utara,SMA IPS,Lk,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,3204681,P,45.0,TL,TL,
1251,S2240160111201576,3001005,90,145,188,423,P/L,40160018,Kalimantan Utara,SMA IPA,Lk,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,1201576,P,110.0,P,P/L,Tidak Lulus
1252,S2240160116302117,3001005,95,150,177,422,P/L,40160018,Kalimantan Utara,SMA IPA,Lk,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,6302117,P,150.0,P,P/L,Lulus
1253,S2240160117300921,3001005,85,140,195,420,P/L,40160018,Kalimantan Utara,SMA IPA,Lk,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,7300921,P,95.0,P,P,
1254,S2240160123310621,3001005,100,145,175,420,P/L,40160018,Kalimantan Utara,SMA IPA,Pr,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,3310621,TL,70.0,P,TL,
1255,S2240160123304534,3001005,100,140,179,419,P/L,40160018,Kalimantan Utara,SMA IPA,Pr,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,3304534,P,100.0,P,P,
1256,S2240160121306293,3001005,100,130,188,418,P/L,40160018,Kalimantan Utara,SMA IPA,Pr,40160018,PROVINSI KALIMANTAN UTARA,4412070,D-III STATISTIKA,1306293,TL,65.0,P,TL,
1257,S2240160126101112,3001005,110,130,176,416,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1258,S2240160121210859,3001005,90,130,195,415,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1259,S2240160126400848,3001005,105,105,187,397,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1260,S2240160111204320,3001005,90,110,195,395,P,40160018,Kalimantan Utara,SMA IPA,Lk,,,,,,,,,,
1261,S2240160116500054,3001005,85,150,160,395,P,40160018,Kalimantan Utara,SMA IPA,Lk,,,,,,,,,,
1262,S2240160126401061,3001005,90,125,179,394,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1263,S2240160126300375,3001005,95,120,179,394,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1264,S2240160115203428,3000020,85,115,191,391,P,40160018,Kalimantan Utara,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
1265,S2240160115200643,3000020,75,135,179,389,P,40160018,Kalimantan Utara,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
1266,S2240160126300814,3001005,80,125,182,387,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1267,S2240160126400820,3001005,90,115,176,381,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1268,S2240160126400356,3001005,65,130,182,377,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1269,S2240160123316067,3001005,105,100,169,374,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1270,S2240160121607413,3001005,80,100,191,371,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1271,S2240160126401223,3001005,80,125,166,371,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1272,S2240160121212000,3001005,75,115,178,368,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1273,S2240160115202177,3001005,75,110,181,366,P,40160018,Kalimantan Utara,SMA IPA,Lk,,,,,,,,,,
1274,S2240160116500078,3171110,70,120,174,364,P,40160018,Kalimantan Utara,SMK TEKNOLOGI INFORMASI DAN KOMUNIKASI,Lk,,,,,,,,,,
1275,S2240160121700273,3171110,85,80,189,354,P,40160018,Kalimantan Utara,SMK TEKNOLOGI INFORMASI DAN KOMUNIKASI,Pr,,,,,,,,,,
1276,S2240160126400138,3001005,80,85,176,341,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1277,S2240160126400536,3001005,90,80,161,331,P,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1278,S2240160123313778,3004002,85,65,184,334,TL,40160018,Kalimantan Utara,SMA IPS,Pr,,,,,,,,,,
1279,S2240160126400442,3000020,65,70,166,301,TL,40160018,Kalimantan Utara,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1280,S2240160126401683,3004002,55,55,184,294,TL,40160018,Kalimantan Utara,SMA IPS,Pr,,,,,,,,,,
1281,S2240160123603042,3001005,55,60,134,249,TL,40160018,Kalimantan Utara,SMA IPA,Pr,,,,,,,,,,
1282,S2240160116401403,3001005,0,0,0,0,TH,40160018,Kalimantan Utara,SMA IPA,Lk,,,,,,,,,,
1283,S2240160116300977,3001005,0,0,0,0,TH,40160018,Kalimantan Utara,SMA IPA,Lk,,,,,,,,,,
1284,S2240160116302463,3001005,0,0,0,0,TH,40160018,Kalimantan Utara,SMA IPA,Lk,,,,,,,,,,
1285,S2240160116400079,3001005,0,0,0,0,TH,40160018,Kalimantan Utara,SMA IPA,Lk,,,,,,,,,,
1286,S2240160117100060,3000020,100,145,196,441,P/L,40160019,Sulawesi Utara,MADRASAH ALIYAH IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,7100060,P,75.0,P,P,
1287,S2240160123305287,3001005,110,155,175,440,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3305287,P,120.0,P,P/L,Lulus
1288,S2240160113314843,3000020,110,135,183,428,P/L,40160019,Sulawesi Utara,MADRASAH ALIYAH IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3314843,P,70.0,P,P,
1289,S2240160117100211,3001005,100,140,186,426,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,7100211,P,105.0,P,P/L,Lulus
1290,S2240160117100705,3001005,105,135,186,426,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,7100705,P,110.0,P,P/L,Tidak Lulus
1291,S2240160123107014,3001005,95,160,169,424,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3107014,P,95.0,P,P/L,Tidak Lulus
1292,S2240160123512029,3001005,105,140,176,421,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3512029,TL,185.0,P,TL,
1293,S2240160113304657,3001005,100,135,185,420,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3304657,P,100.0,P,P/L,Lulus
1294,S2240160127100723,3001005,90,155,174,419,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,7100723,TL,50.0,TL,TL,
1295,S2240160113307793,3001005,90,130,198,418,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3307793,P,110.0,P,P/L,Tidak Lulus
1296,S2240160116201346,3001005,95,130,193,418,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,6201346,TL,70.0,P,TL,
1297,S2240160115203516,3001005,85,150,178,413,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,5203516,P,125.0,P,P/L,Lulus
1298,S2240160123510766,3001005,95,150,168,413,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3510766,P,75.0,P,P,
1299,S2240160117303209,3001005,110,115,187,412,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,7303209,P,100.0,P,P/L,Lulus
1300,S2240160113209462,3001005,95,160,157,412,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3209462,P,85.0,P,P,
1301,S2240160113207534,3001005,85,130,196,411,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3207534,P,55.0,TL,TL,
1302,S2240160123210110,3001005,90,135,185,410,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3210110,P,80.0,P,P,
1303,S2240160121202454,3001005,100,145,165,410,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,1202454,TL,100.0,P,TL,
1304,S2240160123500024,3001005,95,135,178,408,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3500024,P,135.0,P,P/L,Lulus
1305,S2240160113320239,3001005,85,150,170,405,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3320239,P,120.0,P,P/L,Lulus
1306,S2240160127100158,3001005,95,140,169,404,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,7100158,TL,75.0,P,TL,
1307,S2240160113309456,3001005,95,130,176,401,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3309456,TL,105.0,P,TL,
1308,S2240160127305627,3001005,85,130,185,400,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,7305627,TL,90.0,P,TL,
1309,S2240160111202430,3001005,70,135,194,399,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,1202430,P,80.0,P,P,
1310,S2240160121209141,3001005,105,105,189,399,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,1209141,TL,80.0,P,TL,
1311,S2240160127100844,3001005,80,140,179,399,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,7100844,P,95.0,P,P/L,Tidak Lulus
1312,S2240160121214435,3001005,95,130,174,399,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,1214435,TL,115.0,P,TL,
1313,S2240160123508596,3000021,95,120,183,398,P/L,40160019,Sulawesi Utara,MADRASAH ALIYAH IPS,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3508596,P,55.0,TL,TL,
1314,S2240160113520248,3001005,105,115,178,398,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3520248,TL,40.0,TL,TL,
1315,S2240160123300303,3001005,80,140,177,397,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3300303,P,105.0,P,P/L,Tidak Lulus
1316,S2240160112102096,3001005,90,115,191,396,P/L,40160019,Sulawesi Utara,SMA IPA,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,2102096,TL,105.0,P,TL,
1317,S2240160121206355,3001005,90,115,188,393,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,1206355,P,60.0,TL,TL,
1318,S2240160123320046,3001005,85,125,183,393,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3320046,P,95.0,P,P/L,Tidak Lulus
1319,S2240160113316117,3004002,90,110,192,392,P/L,40160019,Sulawesi Utara,SMA IPS,Lk,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,3316117,P,55.0,TL,TL,
1320,S2240160127100167,3001005,85,125,180,390,P/L,40160019,Sulawesi Utara,SMA IPA,Pr,40160019,PROVINSI SULAWESI UTARA,4412070,D-III STATISTIKA,7100167,TL,50.0,TL,TL,
1321,S2240160121211995,3001005,80,145,165,390,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1322,S2240160127400797,3001005,95,120,174,389,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1323,S2240160123300310,3001005,80,135,173,388,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1324,S2240160121214879,3001005,80,120,186,386,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1325,S2240160127100338,3001005,85,110,190,385,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1326,S2240160113516104,3001005,85,120,180,385,P,40160019,Sulawesi Utara,SMA IPA,Lk,,,,,,,,,,
1327,S2240160111300381,3001005,80,130,175,385,P,40160019,Sulawesi Utara,SMA IPA,Lk,,,,,,,,,,
1328,S2240160117100024,3001005,75,125,184,384,P,40160019,Sulawesi Utara,SMA IPA,Lk,,,,,,,,,,
1329,S2240160125201833,3000020,95,110,179,384,P,40160019,Sulawesi Utara,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1330,S2240160122101217,3001005,80,125,175,380,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1331,S2240160117100099,3004002,75,135,170,380,P,40160019,Sulawesi Utara,SMA IPS,Lk,,,,,,,,,,
1332,S2240160121402094,3001005,85,105,188,378,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1333,S2240160123310081,3001005,85,120,173,378,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1334,S2240160127100420,3001005,80,130,166,376,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1335,S2240160123401639,3001005,80,115,180,375,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1336,S2240160127100547,3001005,85,105,179,369,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1337,S2240160121204542,3001005,80,95,192,367,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1338,S2240160123317468,3001005,105,95,166,366,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1339,S2240160117100916,3001005,95,95,175,365,P,40160019,Sulawesi Utara,SMA IPA,Lk,,,,,,,,,,
1340,S2240160121207073,3001005,65,130,162,357,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1341,S2240160113511055,3004002,75,95,186,356,P,40160019,Sulawesi Utara,SMA IPS,Lk,,,,,,,,,,
